user_id,recommended_items
2282166,1315106 2031981 2466095 2103306 1147345
2282520,657183 1162250 1244196 343377 2156629
2282561,1084945 2754609 396118 1200177 282824
2283428,780745 149048 307370 2522611 2435891
2283807,2778525 1244196 1386412 657183 2791339
2283864,2184058 598955 839804 2515017 2343390
2284012,2547974 634336 1593718 1467639 2025802
2284427,111201 2193022 2364287 979877 1650824
2284446,1090792 589441 2746483 680898 1210427
2285541,1069281 599025 1443706 657183 2313894
2285985,2778525 1244196 1386412 657183 2791339
2286153,2168690 820582 2797325 1181421 303781
2286328,160999 743270 1532373 723620 1059979
2286347,70587 826940 2106404 330829 2168050
2286388,1904258 1228236 901643 1587251 1265366
2286624,984686 2159515 2427786 2342287 2166736
2286758,1835008 2621441 131076 2190835 2359303
2287046,131280 1848064 1980857 675428 2244218
2287277,1698035 921278 211980 667733 1964538
2287717,828184 88358 2179018 2169449 1219294
2287738,2778525 1244196 1386412 657183 2791339
2288015,1031311 1576165 1883 2454842 18111
2288019,2519166 918409 419858 559302 1882637
2288091,839886 452109 1151800 2187741 497264
2288522,833813 1573395 2028033 2247652 1730302
2288529,971284 2295534 392323 2502389 870096
2288829,2588187 437364 2575832 2123151 1501477
2288987,1748876 965416 1045262 567217 407597
2289173,1900912 2506331 2120228 1863699 827293
2289837,908778 674319 2273864 1536621 2546751
2289904,809831 2660701 2776550 2740178 1829159
2290256,1849816 874359 934551 1042037 128236
2290503,34611 2083881 1598358 1005461 2435832
2290581,1381913 2584256 337769 2257514 2477069
2290985,46844 1909417 408048 1731508 514450
2291025,1582993 30202 1759130 818792 1641809
2291073,2200859 964435 1608366 215982 228623
2291171,2778525 1244196 1386412 657183 2791339
2291527,2122917 658138 279242 807071 45759
2291726,2385436 980935 2835113 1087072 1094882
2291899,712899 1600814 849854 145191 16014
2292516,439644 1179871 802743 23338 330836
2292626,1456542 866585 1763102 22316 2529030
2293001,2778525 1244196 1386412 657183 2791339
2293158,1343263 302847 1484324 71071 1172081
2293529,2778525 1244196 1386412 657183 2791339
2293572,2674261 2417846 2824005 2545108 2720921
2293588,1194436 2038259 595303 164645 733770
2294647,2778525 1244196 1386412 657183 2791339
2294991,2498697 2307899 828184 2408426 466768
2296077,776006 1835008 2621441 131076 2190835
2296357,2363560 2283006 2703296 881066 262304
2296403,1529678 346781 2725896 1028907 178239
2296423,1025299 612155 1852404 951920 2820720
2296510,2202525 453607 1515138 390926 690167
2296564,2778525 1244196 1386412 657183 2791339
2296967,2778525 1244196 1386412 657183 2791339
2296978,2778525 1244196 1386412 657183 2791339
2297569,2025696 636889 2277911 2480726 2147137
2297698,271305 968604 1660814 1277970 1683490
2298495,2240006 1876970 2233456 1925971 1718188
2298949,1789139 1628809 178665 1917137 119443
2300813,2007152 131092 2269283 525743 927732
2301607,21956 2099238 1190684 2654351 2275937
2302112,557005 2632099 186124 674588 246014
2302378,2778525 1244196 1386412 657183 2791339
2302549,2778525 1244196 1386412 657183 2791339
2303543,345350 667740 795629 2512904 2516651
2303731,1069281 445231 657183 2796479 2313894
2303866,1966116 724051 2255829 1773591 1630864
2304241,1797181 1115215 1890500 2290474 859826
2304729,258748 264579 789241 2090870 2503871
2304761,831334 452208 1434567 610803 695430
2305336,2778525 1244196 1386412 657183 2791339
2305350,2778525 1244196 1386412 657183 2791339
2305408,42828 2131853 1096094 389187 1902524
2305574,452602 1086821 2483847 1395333 1185969
2305732,745159 849943 230884 1897895 1233396
2305827,1191385 432113 1484830 2010833 2550813
2305919,1826078 1598301 2651776 515614 2745297
2306689,1124978 1104995 1951385 2729517 330829
2306745,1737001 907348 1575737 2244464 812800
2306988,422301 963539 105683 411934 2606091
2307382,1679143 2782162 468120 2459081 1047625
2307415,2630512 2803779 984090 497989 14184
2307561,1801026 1398027 1506331 88494 1803943
2307688,71285 1134495 1162250 657183 784737
2307871,232730 1624848 2516920 2048794 1928209
2308045,2778525 1244196 1386412 657183 2791339
2308966,1919327 2633289 1705636 792790 743888
2309392,241272 1189044 1420628 595303 1473236
2311572,1032110 1196930 1695360 2721369 2101671
2311784,2305730 2608109 652373 463683 648919
2312062,1756647 1377687 746406 2796464 2416837
2312387,823512 2368984 2310939 1833405 494475
2312404,1759421 1490074 1690058 455510 935484
2312475,2511008 2124008 163239 691256 1100884
2312907,1442539 2381681 1970274 801656 412645
2313306,472040 723096 665194 2371498 1854302
2313435,2546022 151475 470648 2717189 192008
2313519,1475433 569325 1885406 221935 131739
2313548,40810 2562353 1322591 1130383 558807
2314006,2774804 1080265 1988160 2462072 2822479
2314607,77356 164623 1520277 1770648 366793
2314668,1180757 1525604 2270467 1573067 2473621
2315000,1847178 1970210 2205419 2624844 1141922
2315052,1283135 2497465 2453690 801984 2507022
2315222,2336782 969821 2198636 1170721 288863
2315248,2228558 275533 804799 33416 2559510
2315480,1835008 2621441 131076 2190835 2359303
2315811,496180 1207398 1934485 837203 838333
2316072,2774545 300053 2521990 2635038 1027027
2316848,2112982 2451258 1993821 2568687 94520
2317145,1739978 1872940 209268 2570027 1919854
2317311,1023441 2573055 1518024 1129906 1438328
2318241,569275 1047899 1518426 1798204 241176
2318841,2001169 422888 1846980 1419221 483395
2319046,525385 1062210 461356 2437219 1529439
2319784,1602693 1840796 2424435 1979266 1312681
2320291,1772437 2425120 2232624 1621790 710260
2320317,750033 803050 1339612 2691073 1736719
2320333,2015500 2088166 2237621 2699781 586804
2321110,2778525 1244196 1386412 657183 2791339
2321289,249891 2280023 2731179 15453 1142815
2322058,2778525 1244196 1386412 657183 2791339
2322204,919702 1238743 1966516 525184 532674
2322276,2459081 468120 1162250 1249278 784737
2322291,807419 1513499 433786 830595 22666
2323076,822174 109948 20377 1449190 2270005
2323094,2778525 1244196 1386412 657183 2791339
2324120,363251 127522 1514040 321612 2235089
2324268,2362558 1661327 2337159 898224 2578113
2324424,1880938 717429 2271866 2079278 2211427
2324731,986950 291669 1422576 484085 1590432
2325797,2778525 1244196 1386412 657183 2791339
2325987,823816 1983330 2534741 2469913 1467402
2326076,892333 1835742 1865831 2760857 1823827
2326506,2058949 675571 623006 1160706 671548
2326517,1717306 959976 1203209 1314347 607236
2326675,2778525 1244196 1386412 657183 2791339
2326763,1604535 2034468 1835008 2621441 131076
2326830,569883 312364 70718 994225 222596
2327087,1835008 2621441 131076 2190835 2359303
2327767,1137570 778170 2251080 2656239 1915995
2328470,38932 484624 1164968 1308032 2165538
2328629,2160707 1915773 1429441 553187 367536
2329529,660938 1981831 2270418 739398 1811731
2329577,1835008 2621441 131076 2190835 2359303
2329730,915880 1198445 2475871 2041285 2113260
2329807,415488 1025299 2638762 1021927 931519
2330338,2778525 1244196 1386412 657183 2791339
2331279,2778525 1244196 1386412 657183 2791339
2331786,1477046 1870283 1395630 949296 367056
2331986,272140 165949 792427 180279 190827
2332344,579292 1732848 325448 2281452 441054
2332527,521293 309305 112809 1604930 2009020
2332701,1528474 1845319 1062380 2243055 671434
2332823,657183 1053542 1069281 2313894 1443706
2334609,1717859 2806521 2325036 2237946 537938
2334893,1590644 637714 1211554 2056740 2834259
2335168,2778525 1244196 1386412 657183 2791339
2335267,1009151 1379611 2637434 687732 2329638
2335822,1004359 2813967 875358 2345556 1683943
2336203,731325 714309 441872 1283077 1519543
2336830,227187 977056 952054 2621330 964435
2337182,2778525 1244196 1386412 657183 2791339
2337390,2675368 1194849 1656083 985171 869609
2337496,1027568 17182 525725 1074013 1878292
2337567,2203533 2372062 2457005 402677 670580
2337929,2528784 1257566 61455 2698861 2324361
2338135,2183922 2287939 1120107 2140236 2687682
2338299,988691 412188 1145758 1393002 719957
2338951,1538496 2774815 587438 2326901 1081513
2339624,784737 2002097 1162250 1244787 657183
2339672,2778525 1244196 1386412 657183 2791339
2339899,472040 2406712 1928254 665194 943964
2340153,2372201 2718892 1508978 1460321 2720391
2340351,21529 524149 1515106 1186573 241272
2340595,1162250 343377 266412 1443706 1244196
2340744,1233541 2519166 1962428 2332561 973863
2340947,2368607 1336689 1143365 486106 389056
2341190,2310939 1226527 1947571 508676 1241609
2341308,96176 1631649 2179252 2245704 2759556
2341602,518483 333000 1051848 1809733 2591032
2341629,24249 943804 1378086 2488898 1078977
2341694,1466906 2694051 650475 1561763 512254
2342264,2066757 209611 2754252 1074013 1978958
2342332,2245 1592461 1905934 597212 2568339
2342581,2406525 1308965 398543 2630256 34777
2344973,1162250 343377 784737 139004 266412
2345271,639290 1053187 1451392 150350 832778
2345951,2364561 1746884 1017258 803454 957555
2346121,2434041 792625 1499969 1282411 559604
2346150,1835008 2621441 131076 2190835 2359303
2346468,1217083 1755502 2219078 2514134 411184
2346777,1579979 655997 2806701 1786895 2698528
2346918,859242 257339 249347 1966746 2310379
2346964,254169 2446758 160177 2770160 568191
2347323,892333 1376058 1907046 1198190 1218114
2347537,85324 2584442 1302279 2231534 1834738
2347594,2778525 1244196 1386412 657183 2791339
2348600,2778525 1244196 1386412 657183 2791339
2349397,1109355 2802026 612155 670600 2755868
2349456,2043058 1938924 1678882 768546 472040
2349961,2745297 800228 1351129 1525355 2212347
2350484,2778525 1244196 1386412 657183 2791339
2350596,1190662 1606739 1798644 2551809 1905986
2350800,1194702 1010774 2444034 1886261 1891069
2350814,708233 2358519 2376001 923967 1993747
2350940,2778525 1244196 1386412 657183 2791339
2350955,552975 2760702 275111 240780 74701
2351231,2121433 1397388 400054 2166540 358270
2351256,2778525 1244196 1386412 657183 2791339
2351628,1576882 353043 1176841 64168 327593
2352054,1843346 2509446 815193 53378 317500
2352087,522809 455223 1876143 2164654 2619363
2352971,2497695 2792569 2662142 1894492 198593
2353014,284832 2384297 2823505 996738 224367
2353857,1471148 1418284 303900 2147222 2175485
2353861,2732053 2669486 1733236 1355174 1540047
2354181,2026628 2322932 807711 2644525 1338689
2354360,2323055 1845780 936220 1084682 979842
2354458,1440827 318505 722566 1358683 1060184
2354591,2834822 1619669 2548861 1031373 1728166
2354698,1576882 853132 327593 918021 276802
2355124,1495573 1183988 1344248 1306330 2781938
2356022,460295 2499917 1204475 543769 1989859
2356324,1561143 1933430 1061726 2117082 1332892
2356604,1666314 2324713 1800512 2230321 2149080
2357312,1847452 2771700 2772187 1095300 1887680
2357913,1885793 178064 1585602 1215318 1278222
2358147,437600 1761908 1971493 1684469 796820
2358172,1230107 2179458 907392 347278 2770382
2358721,708631 597887 1904269 2661013 1271958
2358890,2604681 1366236 2481684 24756 2268961
2359079,2778525 1244196 1386412 657183 2791339
2359250,534770 1459889 2653551 1121207 652373
2359473,1244196 2569058 2778525 2819420 2115873
2359612,2778525 1244196 1386412 657183 2791339
2359649,1307023 2657408 2094950 2630362 1716759
2359875,1892937 1828149 2092898 656728 922964
2360062,864688 1461005 2735506 2333661 2232294
2360761,1069281 1147345 1811496 1047625 75845
2361044,2038621 736911 1206688 2649303 2407141
2361142,2778525 1244196 1386412 657183 2791339
2361212,964352 517025 878413 1128805 2167254
2361622,1438622 848235 783982 1777103 201961
2361865,1736112 748155 430061 183393 1628743
2362114,2562686 989968 1386412 1165605 1658609
2362352,473671 904905 472040 1928254 1835008
2362924,1572946 1793344 842065 24803 1444980
2363184,1888547 1468042 327533 630833 2541816
2363426,2770369 213839 660938 1516995 1811731
2363516,518587 945922 559025 49552 1078920
2364381,1830824 1049932 756971 2696512 668237
2364598,182150 190790 1185125 1972679 1719915
2364891,2778525 1244196 1386412 657183 2791339
2366070,787323 922351 1185852 796318 2763798
2366981,2226776 1961467 563824 205035 2174791
2367476,1229253 2502244 102628 609124 2121970
2367618,2778525 1244196 1386412 657183 2791339
2367766,799322 1316185 665410 2150311 2035856
2367821,1877867 2797144 1313941 2373953 2380744
2367978,226679 47583 2106327 1212859 1274931
2368801,2009918 1882042 1439816 1533470 398611
2369002,2675368 1194849 2041741 1656083 1157061
2369213,2450186 2813196 786326 2091760 2792310
2369556,2507646 1998462 1403399 1007977 1577312
2370594,1712562 1874213 641200 1306320 1144348
2371165,459760 810933 695514 1957757 531234
2371217,744945 899153 1945 2054301 923508
2371324,2778525 1244196 1386412 657183 2791339
2371616,2778525 1244196 1386412 657183 2791339
2371778,192552 884067 2566322 108776 1529678
2371923,1902035 2612833 2833652 648288 1190895
2372268,1404891 193627 1292626 1517024 1904269
2372523,1443939 2155920 541636 2463587 1159572
2372611,504015 1065643 1210470 2043444 1919608
2372758,1889597 1565790 202896 414122 1917484
2372905,2778525 1244196 1386412 657183 2791339
2373305,162451 2736269 2215624 1636910 1811496
2373320,2778525 1244196 1386412 657183 2791339
2373642,2778525 1244196 1386412 657183 2791339
2373768,1147345 2760857 1823827 1376058 2086041
2373788,2778525 1244196 1386412 657183 2791339
2373911,1366236 1527018 2031674 2192679 102006
2373952,479431 1615202 534770 2093466 30281
2374254,1689895 2025243 665666 2546303 1304222
2374360,700622 141249 275342 2769117 2716375
2374731,2523343 1604535 1858671 1812491 1720816
2374787,2100399 2688816 1931528 701000 1835008
2375054,445289 1621655 667811 2749943 2466095
2375244,717429 2280570 2760902 2159085 1347859
2375261,1115516 2709957 2801787 1527619 1161087
2375289,2778525 1244196 1386412 657183 2791339
2375368,569889 2466095 266412 1854085 1181698
2375425,410967 2143054 2754416 2094950 2376982
2375707,2778525 1244196 1386412 657183 2791339
2376358,1453861 2366261 1117025 1866139 1524884
2376979,2778525 1244196 1386412 657183 2791339
2377003,2024331 305291 2764695 286172 1608886
2377116,2778525 1244196 1386412 657183 2791339
2378010,2087109 658138 279242 807071 45759
2378030,814428 1462717 550135 1810275 1979603
2378825,141249 2230321 275342 147057 2149080
2379252,684798 1443706 2418509 1477642 2625619
2379726,379493 1969932 1577332 1470761 92686
2379760,1837182 768282 2101422 2367971 1976990
2380123,554226 452334 339227 2073499 744742
2380125,241436 2761158 665969 2167855 341244
2380232,372136 466016 1560694 1193815 2515852
2381850,2778525 1244196 1386412 657183 2791339
2381943,557698 876978 654547 1686458 409207
2382107,784737 343377 1386412 1984327 1069281
2382181,243252 2285913 1870216 1255341 920509
2382386,2374214 2122917 1130555 2101279 438736
2383174,2239276 166678 1829159 839112 1975675
2384139,2778525 1244196 1386412 657183 2791339
2385115,2218230 2288524 2705759 1567110 452334
2385345,1970761 1442975 615209 2239082 2283885
2385741,2625287 2720354 1180667 2754862 264625
2386065,264491 1623512 109948 1880863 1585611
2386112,1153267 804849 355423 1294471 20591
2386234,637195 2147137 2499198 1985878 636889
2386424,894179 2435637 2092767 293905 2250103
2386723,595572 2398820 803028 207930 422916
2386765,1317915 1656449 2501356 2626534 1619659
2387032,147315 731 420494 1391673 116763
2387044,2633688 2778525 439744 2063876 2310939
2387379,657183 784737 1244196 1069281 1443706
2387689,2148400 131280 397234 1174393 1848064
2387982,1790293 1446664 2069427 2786340 333907
2388215,2630458 288342 376312 1644045 1360565
2388446,1745064 956852 2759433 2113458 1975534
2388602,2512668 2180248 1274162 1705674 2759131
2388843,1382986 1465560 2516047 2137463 310350
2388902,1585438 1743879 2489552 1848896 299395
2389127,1704140 1082580 1966205 23645 288818
2389680,410738 701000 1812156 2494962 1453382
2390136,1008813 455167 1916263 1596007 2448087
2390428,651853 1343112 1506186 2155991 1514815
2390544,306921 2637013 2357140 2383147 2827667
2390579,2792545 81058 206880 2089322 2471602
2390671,462493 2124560 1339831 560740 395042
2390852,1670658 2694467 2413442 648525 543800
2390854,2778525 1244196 1386412 657183 2791339
2390922,1827114 1966651 2233695 1448830 781630
2391008,486936 1611081 2002097 1379999 2593483
2391426,2086041 2260759 986950 2235265 1835742
2391505,2778525 1244196 1386412 657183 2791339
2391783,2708595 892024 850402 2232719 525397
2392348,839886 2357087 1185293 388384 2617083
2393602,1075884 834672 1178710 2619703 2553688
2393606,2778525 1244196 1386412 657183 2791339
2394343,1488958 1212859 18121 592140 467332
2394373,187134 604795 1516336 1501578 1447547
2394563,1877867 2797144 1725448 166340 2035308
2394828,2778525 1244196 1386412 657183 2791339
2395092,1857266 261501 993397 1604761 1388842
2395122,1925971 2111288 880414 688983 1358418
2395128,2778525 1244196 1386412 657183 2791339
2395734,850021 2132109 444402 1253828 79472
2395860,9737 2670092 1701534 1577913 2262597
2395980,2668025 730122 703873 170109 2470865
2396341,2393265 968868 284832 1597555 2211639
2396536,2389452 1881055 415358 380461 941141
2396678,744150 2398424 225618 1547988 1031145
2396788,2778525 1244196 1386412 657183 2791339
2396830,908778 2273864 1536621 2654650 2546751
2396920,815405 179276 1100231 954790 362243
2397067,909904 1022976 121727 1556166 971284
2397405,2778525 1244196 1386412 657183 2791339
2397516,1222450 2820720 2054114 1577312 1193728
2397859,2778525 79531 1178710 1156803 2760067
2397954,936315 1183988 730568 2587614 1829159
2398206,1365590 1217930 47325 2362507 2364903
2398536,1115215 2441702 1028343 2789271 666889
2398839,1835008 2621441 131076 2190835 2359303
2398934,2778525 1244196 1386412 657183 2791339
2399615,2778525 1244196 1386412 657183 2791339
2399621,2002097 1386412 657183 536047 2593483
2399680,708563 1316710 2036123 1320392 1062210
2399962,2778525 1244196 1386412 657183 2791339
2400153,86679 1012298 1316791 2267483 2155081
2400651,1659407 713502 2797267 2122917 496378
2400652,1182443 2016378 2020773 855817 2825859
2402782,2460574 655677 2160454 2432161 84644
2403536,1835008 2621441 131076 2190835 2359303
2404175,1181698 2437978 595394 347949 2753933
2404701,1372474 1500683 2057655 473928 2711318
2405027,44162 2363247 2792547 584371 499774
2405130,569889 2229410 2491223 1207476 2522444
2405381,2716858 781265 2730788 1091272 1410250
2405913,2037072 2435730 1977821 2071286 171684
2406410,784737 657183 1386412 830073 1162250
2406422,949458 2577508 397235 1783229 2684599
2406830,2369856 768246 2435832 2669262 1904877
2407022,1483924 2806711 1967258 1857762 2462987
2408791,2686203 1332817 1741013 860295 212013
2408943,2163710 1422320 2241646 984090 497989
2409113,1423069 1882761 366675 2286644 2436920
2409321,2778525 1244196 1386412 657183 2791339
2409352,2778525 1244196 1386412 657183 2791339
2409429,752019 1934897 552212 1386881 1154685
2409889,213191 2626207 855715 2458807 1557339
2410416,193860 840113 1768483 1835008 2621441
2411595,2377769 1321052 1577790 2523675 2395561
2411634,828372 1780894 2624602 2606702 133332
2411809,89560 1575243 1129576 1620247 2200859
2412054,2778525 1244196 1386412 657183 2791339
2412638,2778525 1244196 1386412 657183 2791339
2412662,1186174 1978432 679895 42944 60160
2413289,1739986 2440859 707779 2292127 1162075
2414171,310141 2296420 1281739 752321 43306
2414271,2136784 2410481 509313 1057774 539932
2414467,996462 1975716 1598351 352749 2224276
2414589,551019 2368324 1218572 1120107 2009918
2414673,233827 1200846 788485 768260 1421389
2414802,1912594 2100283 2184780 1798068 916106
2414829,1447547 1516336 2312162 2255841 2686239
2414841,455092 2276118 950994 2564668 1301365
2415524,2778525 1244196 1386412 657183 2791339
2415705,2497293 1449030 2699064 2239335 2821605
2415821,1958084 1053542 1151809 104570 19681
2416766,986950 484085 2609684 81564 648818
2417240,2503429 1210315 687373 1212827 1612676
2417279,913953 475030 263842 2372396 2641727
2417687,2778525 1244196 1386412 657183 2791339
2417714,1831334 2391945 1447547 2353541 313894
2417778,1645254 1795064 103803 854372 33517
2417841,830362 2529009 1134856 2727995 1185019
2418321,1774879 872187 182233 1415888 538069
2418376,343377 1162250 1443706 784737 1386412
2418568,295089 1859774 323840 1667970 1015502
2418838,1027568 1151390 1878292 1776696 246014
2418920,2089734 1388554 1547381 1522034 2693017
2419842,169068 20117 2325510 468120 1777100
2420062,2369662 1856885 2218749 2154574 2455411
2420859,906842 1626125 1608366 140720 984090
2421270,819216 1614416 1386755 1648453 41126
2422252,2257514 1724928 2477069 551013 2222699
2422686,2080976 1596007 2414494 2746839 559839
2422940,1755502 527236 1217083 2045717 2127477
2423060,1307821 1828811 2177739 2177140 261847
2424178,1009045 150285 102987 2678064 13329
2424191,1165605 1695664 1765833 2215624 1636910
2425035,1709691 1204967 1100918 2376862 46821
2425727,956088 1346380 2364757 25577 2673133
2426426,2033333 657017 161113 140973 2503429
2426728,2707881 1322390 278665 47393 2409634
2427218,1464055 2377283 682343 2138395 2193276
2427249,676430 1359636 2630167 2168050 601255
2427381,2060795 1071532 729312 1443014 1159573
2427477,2778525 1244196 1386412 657183 2791339
2428058,1887749 914336 679757 2172825 460700
2428182,1465971 2258782 2504182 880414 1618057
2428209,32028 1392393 1247854 2047332 2197685
2428247,1835008 2621441 131076 2190835 2359303
2428783,2258594 1975777 2173367 2726684 996912
2429176,1782094 215618 2798610 250398 990589
2429252,2778525 1244196 1386412 657183 2791339
2429319,2778525 1244196 1386412 657183 2791339
2429977,1994193 2462164 1874092 1670390 1868051
2430028,2737906 668055 714424 504851 301650
2430118,1852404 2803404 516616 1689322 1584946
2430328,468120 1753558 101005 1809836 2782162
2430416,2418509 1137799 2224777 391394 1563273
2430644,2778525 1244196 1386412 657183 2791339
2431054,2778525 1244196 1386412 657183 2791339
2431297,230254 301650 1533300 293349 1577106
2431310,1316860 1337899 906101 1223372 1973323
2431536,54429 2147708 1359153 190491 339662
2431704,33156 113384 1966205 2643805 2111626
2431826,1201368 1255120 1186632 1212009 706879
2431928,301671 563555 1052523 595316 1396791
2432038,1756074 2689969 1804247 2773600 985459
2432073,1608366 2200859 1535415 147966 1843411
2432228,37517 339272 1524921 2603025 266412
2432296,2783784 857284 967783 2473065 1997304
2432660,1473582 2006718 2042945 758566 1568260
2433134,2778525 1244196 1386412 657183 2791339
2433457,2778525 1244196 1386412 657183 2791339
2433512,1165605 478208 817466 2679398 675700
2434481,1190640 1866560 753911 2818143 1639401
2434803,524197 284143 2789834 1737112 234084
2436102,809636 192823 197012 44970 1709064
2436206,333993 1310556 2340784 2014172 248636
2436222,2677302 1288464 150191 255338 1245833
2437207,2574900 1993821 94520 337778 1848376
2437524,2031981 1244196 2466095 1027568 2625619
2438615,2354464 1183246 2141991 622978 1023427
2438765,19966 5397 2633044 1346334 2292578
2439014,765369 2100283 1509631 1798068 1912594
2439179,624264 2682470 2523483 1521477 1969514
2439758,2778525 1244196 1386412 657183 2791339
2440039,1450886 2149399 2060964 427563 2661675
2440216,2696617 2124008 163239 691256 1100884
2440580,1930535 1095251 404604 2651834 1497336
2441264,2229410 1885323 994402 1812086 2359586
2442043,1835008 2621441 131076 2190835 2359303
2442666,2681475 2732412 145591 1687791 804234
2443166,1585438 2069378 1743879 1053100 411564
2443437,2778525 1244196 1386412 657183 2791339
2443642,2649413 2243399 124840 286824 114838
2443693,6038 1587360 2126188 946779 111268
2443768,231115 1755502 1203065 1384910 2140515
2444051,50457 310141 144549 1379611 1009151
2444150,2106311 657183 72760 1162250 583781
2444474,1947571 65627 2760067 1226527 2545040
2444705,1506186 861614 1988471 481441 958454
